3.700 9.54974E-01 0.00057
3.720 9.56398E-01 0.00060
3.740 9.58839E-01 0.00059
3.760 9.59151E-01 0.00050
3.780 9.60352E-01 0.00053
3.800 9.61217E-01 0.00063
3.820 9.61824E-01 0.00057
3.840 9.63273E-01 0.00058
3.860 9.63403E-01 0.00059
3.880 9.64120E-01 0.00057
3.900 9.64257E-01 0.00057
3.920 9.65571E-01 0.00057
3.940 9.64135E-01 0.00058
3.960 9.66195E-01 0.00057
3.980 9.65909E-01 0.00059
4.000 9.64915E-01 0.00060
4.020 9.64514E-01 0.00062
4.040 9.65141E-01 0.00057
4.060 9.63997E-01 0.00062
4.080 9.64105E-01 0.00058
4.100 9.63632E-01 0.00057
4.120 9.63630E-01 0.00056
4.140 9.62421E-01 0.00056
4.160 9.59996E-01 0.00058
4.180 9.60580E-01 0.00054
4.200 9.60634E-01 0.00061
4.220 9.59297E-01 0.00055
4.240 9.58469E-01 0.00058
4.260 9.56519E-01 0.00057
4.280 9.55254E-01 0.00057
4.300 9.55761E-01 0.00059
