3.400 9.15704E-01 0.00065
3.500 9.33407E-01 0.00055
3.600 9.46282E-01 0.00055
3.700 9.55995E-01 0.00057
3.800 9.61308E-01 0.00060
3.900 9.64590E-01 0.00057
4.000 9.66109E-01 0.00061
4.100 9.62361E-01 0.00059
4.200 9.59685E-01 0.00056
4.300 9.54367E-01 0.00059
4.400 9.47320E-01 0.00057
4.500 9.41777E-01 0.00059
4.600 9.32465E-01 0.00058
4.700 9.22545E-01 0.00063
4.800 9.12472E-01 0.00062
4.900 9.01550E-01 0.00061
5.000 8.90884E-01 0.00067
5.100 8.78405E-01 0.00066
5.200 8.67190E-01 0.00061
5.300 8.55081E-01 0.00056
5.400 8.41653E-01 0.00059
5.500 8.28823E-01 0.00061
5.600 8.15554E-01 0.00061
5.700 8.02764E-01 0.00065
5.800 7.89104E-01 0.00070
5.900 7.76327E-01 0.00066
6.000 7.64119E-01 0.00067
6.100 7.50426E-01 0.00068
6.200 7.38568E-01 0.00067
6.300 7.24602E-01 0.00070
6.400 7.12061E-01 0.00069
6.500 7.00134E-01 0.00073
6.600 6.87116E-01 0.00075
6.700 6.74729E-01 0.00070
6.800 6.63083E-01 0.00078
6.900 6.50489E-01 0.00068
7.000 6.39167E-01 0.00071
7.100 6.26480E-01 0.00079
7.200 6.16331E-01 0.00075
7.300 6.04221E-01 0.00077
7.400 5.94303E-01 0.00082
7.500 5.83887E-01 0.00088
7.600 5.72420E-01 0.00085
7.700 5.62261E-01 0.00078
7.800 5.51759E-01 0.00091
7.900 5.42761E-01 0.00081
8.000 5.33513E-01 0.00092
8.100 5.23314E-01 0.00084
8.200 5.13885E-01 0.00093
8.300 5.04344E-01 0.00094
8.400 4.95607E-01 0.00088
8.500 4.87186E-01 0.00089
8.600 4.77705E-01 0.00087
8.700 4.70410E-01 0.00095
8.800 4.62709E-01 0.00094
8.900 4.54734E-01 0.00089
9.000 4.47200E-01 0.00096
9.100 4.38993E-01 0.00095
9.200 4.32383E-01 0.00100
9.300 4.24268E-01 0.00099
9.400 4.18020E-01 0.00098
9.500 4.10867E-01 0.00106
9.600 4.03754E-01 0.00099
9.700 3.98115E-01 0.00102
9.800 3.91334E-01 0.00114
9.900 3.85356E-01 0.00110
